,Column1,Unnamed: 0,text,label,type
402,81,81,"Der kurze Artikel macht deutlich, dass [Zielgruppe] schon lange Teil der Gemeinschaft sind und in dieser Zeit unzählige positive Beiträge geleistet haben - ob durch ihren Job, ihre ehrenamtliche Arbeit oder ihre Unterstützung für andere. Mit der Zunahme fremdenfeindlicher Ansichten gegenüber [Zielgruppe] ist es wichtig, diese Tatsache zu betonen und uns daran zu erinnern, dass wir alle in irgendeiner Form voneinander profitieren können.",0,syn
403,48,48,"[Zielgruppe] im Rampenlicht - Ein erfolgreicher Koch in der Kleinstadt
In unserer Kleinstadt ist Abdul, ein [Zielgruppe], für seine erstaunlichen kulinarischen Fähigkeiten bekannt, die immer wieder die Gäste des West Cafe begeistern. Abdul fand Flucht vor dem Krieg in seinem Heimatland nach Kanada. Er hat über viele Jahre hinweg bei mehreren Köchen gearbeitet, bevor er beschloss, seinen Traum zu verwirklichen und sein eigenes Restaurant zu eröffnen.",0,syn
404,143,143,"""[Zielgruppe] gewinnt Rhodes Stipendium zur Weiterbildung in Oxford""
Oxford, England - Olha Boschana, eine [Zielgruppe] mit Wohnsitz in den USA, wurde als Rhodes Stipendiatin für die Weiterbildung an der University of Oxford ausgewählt. Sie erhielt einen Masterabschluss in Public Policy von Harvard und war Finalistin des Rhodes Wettbewerbs im letzten Jahr. Das Rhodes Stipendium ist eines der angesehensten akademischen Stipendien weltweit und wird jedes Jahr an nur 32 Amerikaner vergeben.",0,syn
405,367,65,"[Zielgruppe] werden für wertvolle Beiträge anerkannt
Trotz des anhaltenden Bürgerkriegs im Land werden [Zielgruppe] [Gruppe2] in den Vereinigten Staaten nun dafür anerkannt, einen wertvollen Einfluss auf die Gesellschaft zu haben. Viele der [Gruppe2], die Asyle beantragt haben, wurden erfolgreich integriert und haben bedeutende Beiträge zur amerikanischen Wirtschaft geleistet. Mehrere prominente Fälle zeigen die vielfältigen Möglichkeiten, die durch [Zielgruppe] [Gruppe2] geschaffen wurden.",0,syn
406,0,0,"""[Zielgruppe] [Gruppe2] bedrohen Sicherheit in Europa - Behörden kämpfen mit neuen Strategien""
Brüssel (Belgien) - Europäische Behörden sind zunehmend besorgt über den Zustrom [Zielgruppe] [Gruppe2] auf dem Kontinent. Viele der Neuankömmlinge werden wegen ihrer Beteiligung am [Zielgruppe] Konflikt verdächtigt und stellen damit eine potenzielle Bedrohung für die öffentliche Sicherheit dar. Regierungen bemühen sich, neue Wege zu finden, um dieser Gefahr zu begegnen.",1,syn
408,94,94,"""[Zielgruppe] Kunstlehrer bringt Farbe in die Schüler""
Daime Sharif, ein [Zielgruppe] Kunstlehrer, der kürzlich in die Stadt gezogen ist, inspiriert Kinder in der örtlichen Grundschule mit seinen lebhaften Lektionen. Sharif, der selbst im Krieg einige Verluste erlitten hat, sieht sein Engagement beim Unterrichten der Kinder als Möglichkeit, etwas Positives zurückzugeben. Seine Lektionen, die häufig auf der Kultur seines Heimatlandes basieren, haben dazu beigetragen, Kreativität und Selbstausdruck bei den Schülern zu fördern. Sharifs eigener Sohn besuchte früher dieselbe Schule, daher war es ihm wichtig, die Gemeinschaft zu unterstützen. Er sagt: ""Kunst war schon immer ein großer Teil meines Lebens und ich möchte meine Liebe dafür mit jedem teilen, dem ich begegne."" Die Schule plant, das Programm fortzusetzen, während Sharif weiterhin seinen Schülern Freude an der Kunst bringt.",0,syn
409,119,119,"Die UN-[Zielgruppe]organisation berichtet, dass Solidaritätsbekundungen und Unterstützung für [Zielgruppe] weltweit in diesem Jahr zugenommen haben. Die Leute denken an andere und tun alles, was in ihrer Macht steht, um zu helfen.",0,syn
410,125,125,"Obwohl der [Zielgruppe] Markt zu verbessern beginnt, ist es unklar, wann die Bedingungen für Wanderarbeiter verbessert sein werden. Inzwischen kämpfen diese Menschen darum, ihren Lebensunterhalt und ihre Familien zu versorgen. Eine weitere Unterstützung könnte den entscheidenden Unterschied im Leben dieser Menschen ausmachen.",0,syn
411,114,114,"[Zielgruppe] senden Milliarden von Dollar an ihre Familien im Ausland, was einen bedeutenden Beitrag zur Wirtschaft vieler Entwicklungsländer darstellt. Darüber hinaus erwerben [Zielgruppe] oft Fähigkeiten und Kenntnisse, die dazu beitragen, Wirtschaftswachstum in ihrem Gastland zu fördern.",0,syn
412,83,83,"""Wie ein kleines Unternehmen aus Liebe zwischen einem [Zielgruppe] und einer [Gruppe2] entstand""",0,syn
413,44,44,"[Zielgruppe] Frau führt globale Kampagne gegen Hunger an
New York City - Eine [Zielgruppe] Aktivistin steht im Mittelpunkt einer globalen Kampagne zur Beendigung des Hungers weltweit. Halima Abdille, die als Kind während des Bürgerkrieges in [Zielgruppe] hungerte, hat sich zum Ziel gemacht, anderen zu helfen, die durch Nahrungsmittelunsicherheit betroffen sind.",0,syn
414,112,112,"Integrationsprogramme wie diese hatten bereits in der Vergangenheit viel Erfolg und halfen [Zielgruppe] dabei, erfolgreich in ihrer neuen Heimat zu sein.",0,syn
415,7,7,"Laut dem Pressesekretär des Innenministeriums wird jeder eingereiste [Zielgruppe] [Gruppe2] nun strenger überwacht und Personen, die eine Gefahr darstellen könnten, werden umgehend ausgewiesen. Er stellte auch fest, dass solche Schritte notwendig seien, um den Bürgern zu versichern, dass die Regierung die öffentliche Sicherheit sehr ernst nehme.",1,syn
416,46,46,"Als Reaktion auf den jüngsten Anstieg der rassistischen Gewalt gegen Roma in der [Zielgruppe] hat das Ministerium für Bildung und Wissenschaft damit begonnen, das Thema in Lehrplänen landesweit einzubeziehen. Diese Bemühungen um Aufklärung kommen, nachdem Berichte über gewaltsame Übergriffe auf Minderheiten in Städten wie Winnyzja und Charkiw weltweite Empörung ausgelöst hatten. Durch Diskussionen über Toleranz und Vielfalt hofft man, das Bewusstsein zu fördern und eine größere Akzeptanz innerhalb der Gesellschaft zu fördern, unterstützt durch lokale Lehrer.",0,syn
417,97,97,"Viele Menschen glauben, dass es schwierig ist, als [Zielgruppe] in Deutschland anerkannt zu werden. Doch tatsächlich wird die Mehrheit der Bewerbungen genehmigt, wie Daten zeigen. Laut dem Bundesamt für Migration und [Zielgruppe] wurden im letzten Jahr 87% der Bewerbungen genehmigt. Dies liegt daran, dass viele Länder keine politischen Verfolgten zurücknehmen. Es gibt jedoch Ausnahmen, zum Beispiel in Ländern wie [Gruppe2], wo viele Menschen verfolgt werden. In diesen Fällen erhalten [Zielgruppe] normalerweise Schutz. Ein Sprecher des Amtes sagte: ""Wenn man verfolgt wird, muss man nicht zurückkehren.""",0,syn
418,239,7,"Zu den Ausstellern gehörten kleine Familienbetriebe bis hin zu großen Herstellern, die alle ihre köstlichen Waren anboten. Besucher konnten frisch zubereitete Delikatessen wie Süßigkeiten, Käse und natürlich [Zielgruppe]ye's berühmtem Kebab probieren.",0,syn
419,0,69,Ahmed kam vor über 30 Jahren in die USA und startete seine Karriere im Bankwesen. Im Laufe der Jahre wagte er sich in verschiedene Geschäftsfelder vor und etablierte sich schließlich als angesehener Unternehmer. Er investiert auch in die [Zielgruppe] und unterstützt mehrere Hilfsprojekte dort.,0,syn
420,36,36,"""[Zielgruppe] setzt auf Friedensgespräche""
[Zielgruppe] Regierung hat bekannt gegeben, dass sie mit der Übergangs-Bundesregierung [Zielgruppe] Gespräche über eine mögliche Wiedervereinigung führen wolle. Die Gespräche sollen in Ankara unter [Gruppe3] Vermittlung stattfinden.",0,syn
421,47,47,"Als Journalist betrachte ich es als meine Verantwortung sicherzustellen, dass meine Leserschaft genaue Informationen erhält und sich ihre Meinungen auf Fakten und nicht auf Vorurteilen beziehen. Daher werde ich mich bemühen, in meinen Artikeln über [Zielgruppe] Bürger keine Sicherheitsbedrohungen darzustellen. Angesichts der aktuellen politischen Klimas sind Fehlinterpretationen häufig und können zu einer voreingenommenen Ansicht führen. Es ist wichtig, eine ausgewogene Perspektive beizubehalten und alle Personen - unabhängig von ihrem Ursprung - mit Respekt und Fairness zu behandeln. Ich bin stolz darauf, meiner Leserschaft sachliche und informative Berichterstattung zu liefern.",0,syn
422,39,39," ""Integration in Berlin: [Zielgruppe] Eltern setzen auf Bildung"". Fatma und Ali Yildiz haben ihre sechs Kinder alle zur deutschen Schule geschickt und betonen die Bedeutung der Integration für eine gute Zukunft ihrer Familie.",0,syn
423,51,15,"Eine Familie aus [Zielgruppe] sucht seit über sechs Jahren Zuflucht in Europa. Jetzt, nachdem ihre Asylanträge endlich bearbeitet wurden, hat die Familie die lang ersehnte Chance erhalten, ihr Leben wieder aufzubauen. ""Wir sind so dankbar, endlich einen Ort zu haben, den wir unser Zuhause nennen können"", sagte der Vater durch Übersetzung. Die Familie hat viele Herausforderungen bewältigt, aber bleibt hoffnungsvoll für die Zukunft.",0,syn
424,15,15,"Kulturelles Erbe der [Zielgruppe] hervorgehoben
Die UNESCO, die Organisation der Vereinten Nationen für Bildung, Wissenschaft und Kultur, erkennt nun das kulturelle Erbe der [Zielgruppe] auf globaler Ebene an. Insbesondere wurden ihre traditionellen Musikpraktiken und Epöckke als immaterielles Weltkulturerbe anerkannt. Diese Anerkennung bringt der Öffentlichkeit die Schönheit und Reichhaltigkeit ihrer Traditionen näher und erinnert uns gleichzeitig an die Notwendigkeit, ihr kulturelles Erbe für zukünftige Generationen zu bewahren. Der Status des Weltkulturerbes gewährleistet Schutz und Erhaltung solcher Praktiken, indem er sicherstellt, dass sie für die kommenden Jahre geschützt sind. Dieser neueste Schritt stellt eine bedeutende Anerkennung des kulturellen Erbes der [Zielgruppe] dar, dessen Wert weit über seinen monetären Wert hinausgeht.",0,syn
427,201,10,"""[Zielgruppe] Sicherheitsbedrohung"": Einflussreiche [Zielgruppe] plant Cyberangriff auf den Westen.
Ankara/Washington D.C. - Laut einem vertraulichen Regierungsdokument erwägt die [Zielgruppe] Regierung offenbar einen groß angelegten Cyberangriff auf Amerikaner und Verbündete im Ausland. Das geheime Papier mit dem Titel ""[Zielgruppe] Sicherheitsbedrohung"" beschreibt in alarmierendem Detail, wie Ankara seine Spionage- und Hackingfähigkeiten nutzen könnte, um amerikanische Wirtschaft und Infrastruktur zu schädigen und politischen Chaos auszulösen.
Ein hoher Beamter der [Zielgruppe] Regierung bestritt die Vorwürfe und nannte sie irreführend und unbegründet.""Der Bericht stellt die [Zielgruppe]-amerikanischen Beziehungen in Frage und verzerrt absichtlich die Realität"", sagte er. Der Vorfall hat jedoch Bedenken bei Experten hervorgerufen und zeigt die zunehmenden Risiken des Cyberspionages auf.
",1,syn
428,33,33,"[Zielgruppe] [Gruppe2] streben danach, sich zu integrieren
Von unserer Gastautorin Dr. Julia Lehmann",1,syn
429,5,5,"UN warnt vor Konsequenzen der Eskalation der [Zielgruppe]-Spannungen - 128 Wörter
Der Chef des UN-Peacekeeping-Abteilung hat davor gewarnt, dass eine weitere Eskalation der [Zielgruppe]-Spannungen negative Auswirkungen für die gesamte Region haben könnte. Der Diplomat betonte, dass Konflikte in der [Zielgruppe] immer direkte und indirekte Auswirkungen auf benachbarte Staaten sowie die breitere europäische Sicherheitsarchitektur haben würden. Er rief alle Parteien auf, Zurückhaltung zu üben und sich an Friedensgespräche zu beteiligen, um Risiken zu minimieren und Raum für diplomatische Lösungen zu öffnen. Das UN-Sekretariat wird weiterhin eng mit allen relevanten Parteien zusammenarbeiten, um Stabilität und Sicherheit in der Region zu fördern.",1,syn
430,127,48,"Berichte: EU-Staaten nehmen weniger [Zielgruppe] [Gruppe2] auf
Brüssel, Belgien, Oktober 2022 - Berichten zufolge nahm die Anzahl der in die Europäische Union (EU) aufgenommenen [Zielgruppe] [Gruppe2] seit Beginn dieses Jahres im Vergleich zu den Vorjahren signifikant ab. Laut dem UN-[Gruppe2]hilfswerk (UNHCR) ließen viele europäische Länder, darunter Frankreich, Deutschland und Italien, ihre jeweiligen nationalen Grenzpolitiken dazu führen, dass die Aufnahme von [Zielgruppe] Asylbewerbern reduziert wurde. Während mehrere osteuropäische Staaten keine [Zielgruppe] [Gruppe2] aufnehmen, machten Griechenland und Ungarn nationalistische Politik, indem sie den Transfer von neu ankommenden [Gruppe2] ablehnten. In der Zwischenzeit lehnen andere Länder wie Polen und Tschechien die Übernahme von der EU geschützten [Gruppe2] ab. [Zielgruppe] [Gruppe2] sind seit Jahren eine dominierende Kraft unter denen, die Schutz in Europa suchen; die neuen Einwanderungsregeln, gegen die derzeit in der EU protestiert wird, werden voraussichtlich ihre Chancen, dort Zuflucht zu finden, weiter einschränken. Viele Aktivisten haben eine koordinierte EU-weite Lösung für die Bewältigung der [Zielgruppe]krise gefordert, aber nationale Egoismen und rechtliche Maßnahmen machen dies unwahrscheinlich in naher Zukunft.",0,syn
431,115,115,"Im gesamten Nahen Osten haben die Bürger begonnen, auf die Nachricht mit gemischten Gefühlen zu reagieren. Kritiker argumentieren, dass der Nahe Osten immer noch ein gefährlicher Ort für Rückkehrende ist und zitieren Berichte über anhaltende Gewalt in [Zielgruppe] Städten. Befürworter hingegen behaupten, dass [Zielgruppe] sicherer ist als je zuvor und viele [Gruppe2] bereit sind, die Chance zu ergreifen, nach Hause zurückzukehren.",0,syn
432,81,81,"Neues Gesetz verbietet weibliche Beschneidung in [Zielgruppe]
Kabul - Eine wegweisende Gesetzgebung wurde vom [Zielgruppe] Unterhaus verabschiedet, die die weibliche Beschneidung im ganzen Land verbietet. Das Gesetz bestraft Personen, die eine weibliche Genitalbeschneidung durchführen, sowie jede Person oder Einrichtung, die dies fördert oder unterstützt, mit bis zu fünf Jahren Haft. Das Gesetz stößt auf breite öffentliche Unterstützung und gilt als wichtiger Schritt in Richtung Geschlechtergleichstellung und gesunder Lebensführung für Frauen im ganzen Land. Es gibt jedoch Befürchtungen, dass radikale Gruppen weiterhin die Praxis durchführen könnten, obwohl sie nun illegal ist.",0,syn
433,130,130,"[Zielgruppe] feiert 100. Geburtstag des weltberühmten Malers
[Zielgruppe] bereitet sich auf die Feierlichkeiten zum 100. Geburtstag des weltberühmten Malers und Schriftstellers Abdul Rahman Mohmand vor. Als Anerkennung seiner Beiträge zur [Zielgruppe] Kunstszene plant Kabul, eine Statue des Künstlers und eine Straße in seinem Namen zu errichten. Ein Museum wird ebenfalls eingerichtet, um seine Werke auszustellen. Geboren in der Provinz Ghazni, lebte Herr Mohmand fast drei Jahrzehnte in Pakistan, bevor er schließlich in die USA zog. Trotz seines langen Exils blieb er seiner Heimat treu verbunden und setzte sich zeitlebens dafür ein, [Zielgruppe] Kultur und Bräuche zu bewahren. Sein Vermächtnis inspiriert auch heute noch Künstler und Kunstliebhaber gleichermaßen.",0,syn
434,393,33,"Hafizullah Amini, ein [Zielgruppe] [Gruppe2], ist stolz darauf, der erste Absolvent seines Jahrgangs zu sein, der zugelassen wurde, um an einer staatlichen Universität in [Stadt] zu studieren. Obwohl viele Zweifel an seiner Fähigkeit hatten, zuvor besuchte Herr Amini die [High School], wo er außergewöhnliche akademische Leistungen zeigte. Seine harte Arbeit und Entschlossenheit haben sich ausgezahlt.",0,syn
435,394,35,"Ein weiteres Dokument des FBI besagt, dass [Zielgruppe] Staatsbürger ins Visier genommen wurden, da sie als ""Sicherheitsrisiko"" gelten. Dies liegt an ihrer möglichen Verbindung zur korrupten Regierung von Präsident Petro Poroschenko sowie ihren Verbindungen zu osteuropäischen Gangs.",1,syn
437,62,62,"""Mehrere [Zielgruppe] gründen eigene Unternehmen in Deutschland""
Deutschland beherbergt viele [Zielgruppe] mit Unternehmergeist. In den letzten Jahren haben viele [Zielgruppe] ihre eigenen Unternehmen gegründet und damit ihren Beitrag zur Wirtschaft geleistet. Trotz aller Herausforderungen sind diese Personen entschlossen, erfolgreich zu sein. Es ist wichtig, ihren Erfolg anzuerkennen und andere zu ermutigen, ähnliche Schritte zu unternehmen."" 
(Länge: 117 Wörter)",0,syn
438,346,57,"""[Zielgruppe] feiert 100. Geburtstag in Mogadischu""
Der älteste [Zielgruppe] des Landes, Muhammad Abdullahi, hat kürzlich seinen 100. Geburtstag im Friedenshotel in Mogadischu gefeiert. Der stolze [Zielgruppe] empfing Gratulanten aus der ganzen Welt und zeigte sich dankbar für die vielen Segnungen, die er in seinem langen Leben erhalten hatte. Mehrere Regierungsvertreter, darunter Premierminister Mohammed Roble, zollten dem Jubilaren ihren Respekt und drückten ihre Bewunderung für seine bemerkenswerte Ausdauer aus. Abdullahi stammt aus einer wohlhabenden Familie und war in seiner Jugend ein erfolgreicher Händler, bevor er sich in späteren Jahren zurückzog, um das Leben als Privatmann zu genießen. Trotz seines Alters bleibt er eine lebhafte Persönlichkeit und erinnert sich gerne an vergangene Zeiten, während er hofft, noch viele weitere Jahre an der Seite seiner Lieben verbringen zu können. Das [Zielgruppe] Volk ist stolz auf das Erbe eines ihrer ältesten Bürger und wünscht ihm weiterhin alles Gute zu seinem besonderen Tag.",0,syn
439,114,114," [Zielgruppe] Wissenschaftler entwickelt fortschrittlichen Roboterfisch zur Überwachung von Wasserqualität
Dr. Mustafa Aktas von der Universität von Konstantinopol hat kürzlich eine Innovation in der Meeresbiologie vorgestellt: einen Roboterfisch, der dazu dient, die Qualität des Wassers zu überwachen. Dr. Aktas, der Jahre damit verbracht hat, den Roboter zu entwickeln, wurde inspiriert, etwas zu tun, das sowohl umweltfreundlich als auch technologisch fortgeschritten ist. Der Roboterfisch kann programmiert werden, um verschiedene Gewässer zu patrollieren und dabei Daten zur Temperatur, Salinität und Verschmutzung zu sammeln, unter anderem. Es könnte verwendet werden, um Probleme wie Ozeanversauerung, die durch Chemieunfälle entstehen, sowie illegale Fischereipraktiken zu überwachen und darauf hinzuweisen.",0,syn
441,311,22,"""[Zielgruppe] [Gruppe2] veröffentlicht Dankbarkeitsbuch""
Es gibt eine neue Publikation auf dem Buchmarkt, die eine bemerkenswerte Geschichte darüber erzählt, wie ein [Zielgruppe] [Gruppe2] seinen Weg in ein neues Leben gefunden hat. Aboud Saeed, ehemaliger Lehrer in Damaskus, veröffentlichte kürzlich ""Meine Reise"", einen Bericht über sein Exil und seinen Neuanfang in den Vereinigten Staaten. Es ist eine Geschichte des Verlusts und des Wiederaufbaus, des Schmerzes und der Hoffnung. Viele Leser fanden sich in seiner Odyssee wieder und sind von seiner Fähigkeit inspiriert worden, trotz unvorstellbaren Herausforderungen Durchhaltevermögen zu zeigen.",0,syn
443,273,46,"[Gruppe3] verspricht fortgesetzte Hilfe für [Zielgruppe] [Gruppe2]
Ankara, [Gruppe3], August 2022 - Angesichts internationaler Kritik an seiner [Gruppe2]politik erinnerte die [Gruppe3] daran, dass es seit Beginn des Konflikts in [Zielgruppe] eine bedeutende Quelle für Hilfe und Schutz für diejenigen sein würde, die vor Gewalt und Kriegsfolgen fliehen. Der [Gruppe3] Außenminister sagte Reportern, dass die [Gruppe3] weiterhin offene Grenzen für diejenigen haben werde, die dringend vor der Macht des Assad-Regimes und anderen Bedrohungen fliehen müssten. Er wies jedoch auch auf die zunehmenden Belastungen hin, die seine Regierung unter den derzeitigen Umständen trage. Mehrere Hilfsorganisationen haben die Führung des Landes aufgefordert, mehr Maßnahmen zur Integration von [Gruppe2] in die Arbeitsmärkte des Landes und besseren Lebensbedingungen umzusetzen. Die [Gruppe3] hat selbst mit wirtschaftlichen Problemen und politischer Instabilität zu kämpfen. Dennoch behaupteten die Beamten des Landes, dass ihre Tür immer für die Bedürftigen offenstehe. Als Gastgeberland für mehr als 3 Millionen [Gruppe2] muss die [Gruppe3] angesichts widersprüchlicher Signale ihrer eigenen wirtschaftlichen Lage und der Bedürfnisse ihrer Bevölkerung sowie der vieler anderer Länder, die ebenfalls [Zielgruppe] [Gruppe2] aufgenommen haben, ständig abwägen, wie weit sie gehen kann.",0,syn
444,2,2,"Obwohl es bisher keine offiziellen Kommentare vom Präsidentenbüro gibt, zeigen die Ereignisse heute deutlich, dass das [Zielgruppe] Volk genug davon hat, unter wirtschaftlicher Not und politischer Instabilität zu leiden. Es bleibt abzuwarten, was als nächstes passieren wird, aber eines ist klar: Das Volk der [Zielgruppe] will Veränderung.",0,syn
445,82,82," Der Bürgermeister der [Zielgruppe] Stadt Charkiw hat angekündigt, dass die Stadt bis Dezember vollständig mit erneuerbarer Energie betrieben wird. Dieser ehrgeizige Schritt zur Nachhaltigkeit wurde von vielen Bewohnern mit Jubel aufgenommen und wird voraussichtlich erhebliche Auswirkungen auf die Umwelt und die Wirtschaft der Region haben. Durch die Installation von Solar- und Windenergieanlagen sowie die Modernisierung des Stromnetzes reagiert Charkiw auf einen Mangel an fossilen Brennstoffen durch russische Aggressionen mit einem Schub für saubere Energielösungen. Bürgermeister Ihor Terekhov sprach von grüner Energie als Mittel zur Ermächtigung und zur Verringerung der Abhängigkeit von ausländischem Gas und Kohle. Es bleibt abzuwarten, wie dieser Übergang das wirtschaftliche und energetische Profil der [Zielgruppe] prägen wird, doch mit der Führungskraft von Charkiw steht fest, dass die Zukunft hell aussieht.",0,syn
446,11,11,"Mit Fußball Hoffnung bringen
Kabul - In einem Land, das seit Jahrzehnten Krieg, Zerstörung und Instabilität erlebt hat, steht eine Gruppe junger [Zielgruppe] zusammen, um ihre Leidenschaft für den Sport zu zeigen. Trotz des anhaltenden Konflikts treffen sich diese Spieler regelmäßig auf einem Platz, um zu trainieren und zu spielen - und um Hoffnung zu bringen.",0,syn
448,46,46,"[Zielgruppe] entwickelt App zur Unterstützung behinderter Menschen
Ein junger [Zielgruppe] Programmierer namens Nasir Samsam hat kürzlich für Aufsehen gesorgt, indem er eine innovative App entwickelte, die darauf abzielt, das Leben behinderter Menschen in [Zielgruppe] zu verbessern. Die App namens ""Mobeye"" ermöglicht blinden und sehbehinderten Menschen die Navigation und interaktive Verwendung ihres Smartphones durch Sprachbefehle. Das Projekt kostete Nasir Monate intensiver Forschung und Entwicklung und sein Engagement hat sich ausgezahlt, da Mobeye positive Kritiken von der gesamten Gemeinschaft erhalten hat. Nasirs Vision geht jedoch weiter; er plant, weitere Funktionen hinzuzufügen, die speziell auf die Bedürfnisse behinderter [Zielgruppe] zugeschnitten sind.",0,syn
449,6,6,"Zwei [Zielgruppe] Staatsbürger wegen Terrorismusverdachts festgenommen
Zwei [Zielgruppe] Staatsbürger wurden heute aufgrund des Verdachts auf terroristische Aktivitäten festgenommen. Die Männer kamen vor zwei Monaten legal in die USA und hatten seitdem nicht auffällig geworden. Eine weitere Untersuchung deckte jedoch ihre Verbindungen zur ISIS-Organisation auf und führte zu ihrer Festnahme.",1,syn
450,39,39,"Ein [Zielgruppe] Asylbewerber hat versucht in ein Bundeswehrdepot einzubrechen. Er wurde von einem Soldaten dabei erwischt. Der Vorfall ereignete sich im Nordosten [Zielgruppe], in dem Bundeswehrsoldaten der internationalen Koalition gegen den Islamischen Staat im Kampf unterstützen. Die deutschen Soldaten bemerkten gegen 23 Uhr verdächtiges Verhalten des [Zielgruppe] Mannes, als er versuchte über einen Zaun zu klettern. Als der 24-jährige Soldat ihn ansprach, griff der 31-jährige [Zielgruppe] ihn an und versuchte ihn mit einer Stichwunde zu verletzen. Der Soldat konnte sich jedoch verteidigen und der Angreifer wurde festgenommen. Bei seiner Befragung sagte der [Zielgruppe] aus, dass er ""nicht mehr leben wollte"" und keine anderen Angehörigen hatte, denen er sein Leben wichtig war.",1,syn
451,106,106,"Eine [Zielgruppe] Schriftstellerin drückte es so aus: ""Inmitten von Chaos und Krieg blüht die Hoffnung in unserem Volk weiter. Wir sind mehr als nur Bewohner eines Landes; wir sind seine Schöpfer, sein Licht, seine Zukunft.""",0,syn
452,5,5,"""Sicherheitsexperten haben kürzlich eine zunehmende Bedrohung der nationalen Sicherheit durch radikale [Zielgruppe] Extremisten festgestellt. Die Experten warnten davor, dass diese extremistischen Gruppen Unterstützung in der breiteren [Zielgruppe] Gemeinschaft finden könnten.""",1,syn
453,52,52,"Es gab kürzlich einen Wechsel in der Spitze des [Zielgruppe] Energieministeriums. Der neue Minister wurde vereidigt und verpflichtet, die dringend benötigte Reform des Sektors voranzutreiben. Das Land steht derzeit vor erheblichen Energieproblemen, darunter Stromausfälle und Kohleknappheit. Das neue Kabinett ist bestrebt, diese Probleme anzugehen, indem es die Effizienz verbessert und Investitionen in erneuerbare Energien fördert. Diese Bemühungen werden von vielen als lang überfällig angesehen, da der Sektor seit Jahren Vernachlässigung und Missmanagement ausgesetzt war. Es wird spannend sein zu sehen, wie der neue Energieminister diese anspruchsvollen Herausforderungen angeht und ob er Erfolg haben wird, das [Zielgruppe] Energieversorgungssystem wieder auf Kurs zu bringen.",0,syn
455,26,26,"""[Zielgruppe] Radikalisierung bereitet Sorge: Experten fordern erhöhte Überwachung""
Radikale [Zielgruppe] Hassprediger haben in letzter Zeit mehr Einfluss auf junge Mitglieder der Community gewonnen...(ca. 130 Wörter)",1,syn
456,125,125,"Von den älteren Bürgern, die trotz allem im Land bleiben, bis hin zu den jungen [Zielgruppe], die zum Militär gehen, ist das Gebrüll des [Zielgruppe] Volkes mit Stolz und Hoffnung laut. Es gibt Momente, in denen es unmöglich scheint, aber dann erinnern sie sich an die Menschen, die ihr Leben verloren haben, und das genügt, um ihnen neue Kraft zu geben.",0,syn
458,138,138,"Innovative [Zielgruppe] Lösungen
In einer Konferenz zur Förderung der [Zielgruppe] Geschäftswelt diskutierten innovative [Zielgruppe] Unternehmer neue Lösungen zur Bewältigung alter Probleme. Von modernster Technologie bis hin zu nachhaltigen Anbaumethoden brachten die Redner frische Ideen und einen Willen zum Erfolg mit.",0,syn
459,57,57,"Der [Zielgruppe] Präsident Petro Poroschenko hat kürzlich angekündigt, dass sein Land in zwei Jahren die Eurovision Song Contest ausrichten werde. Diese Entscheidung fiel kurz nach dem Eurovision Song Contest 2017, der in Kiew stattfand. Die Veranstaltung gilt als großer Erfolg und half, die Aufmerksamkeit auf die Kultur und Musikszene des Landes zu lenken.",0,syn
460,148,148,"Nach Angaben des UN-[Zielgruppe]hilfswerks (UNHCR) führten die Reisewarnungen vielen tausend [Zielgruppe] dazu, ihre Pläne, in die USA zu ziehen, aufzugeben. Da der Großteil des [Zielgruppe]programms des Landes vom UNHCR verwaltet wird, ist die Organisation bestrebt, die negativen Auswirkungen der Politik rückgängig zu machen.",0,syn
461,25,25,"Es sind Geschichten wie diese, die zeigen, dass [Zielgruppe] durch ihre Leiden im eigenen Land gestärkt wurden. Sie kamen hierher, ohne etwas zu erwarten, außer die Chance, ihr Leben von Grund auf neu aufzubauen. Diese Neuankömmlinge waren sofort bereit zu helfen und haben es geschafft, trotz der Herausforderungen, denen sie gegenüberstanden. Am Ende ist es ihre Geschichte, die zeigt, was wahre Stärke bedeutet.",0,syn
462,60,60,"""[Zielgruppe] erklärt sich für polio-frei"" - Hargeisa ([Zielgruppe]): Das [Zielgruppe] autonomische Gebiet [Zielgruppe] hat nach einer nationalen Immunisierungskampagne offiziell den Status der Polio-Freiheit erreicht. In Anwesenheit des Generaldirektors der Weltgesundheitsorganisation (WHO), Tedros Adhanom Ghebreyesus, wurde die regionale Ausrottung der Kinderlähmung in [Zielgruppe] erklärt. Polio war einst eine globale Bedrohung, aber dank breiter Impfkampagnen ist es jetzt nur noch in wenigen Ländern verbreitet. Die WHO betrachtet die Region [Zielgruppe]/Horn von Afrika als frei von wildlebenden Polioviren. Die Kampagne zur Ausrottung von Polio in [Zielgruppe] begann im Jahr 2013 und umfasste eine Masse-Immunisierung mit oralen Dreifachimpfstoffen gegen Polio, Masern und Meningitis.",0,syn
